datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
1973-03-28,"(34.0544, -118.2439)",era5,229.44,-8.00,11.43,7.72,0.79,1.99,101275.36,0.07,0.00
1973-03-29,"(34.0544, -118.2439)",era5,229.44,-8.00,11.60,2.90,0.57,2.74,101409.25,0.00,0.00
1973-03-30,"(34.0544, -118.2439)",era5,229.44,-8.00,12.34,5.82,0.66,1.96,101727.73,0.00,0.00
1973-03-31,"(34.0544, -118.2439)",era5,229.44,-8.00,12.59,8.19,0.76,1.83,101872.39,0.01,0.00
1973-04-01,"(34.0544, -118.2439)",era5,229.44,-8.00,12.80,5.93,0.68,2.83,101935.26,0.00,0.00
1973-04-02,"(34.0544, -118.2439)",era5,229.44,-8.00,12.51,0.71,0.47,3.04,101961.26,0.00,0.00
1973-04-03,"(34.0544, -118.2439)",era5,229.44,-8.00,15.03,1.94,0.45,3.05,101977.94,0.00,0.00
1973-04-04,"(34.0544, -118.2439)",era5,229.44,-8.00,16.97,-1.18,0.33,4.02,101909.53,0.00,0.00
1973-04-05,"(34.0544, -118.2439)",era5,229.44,-8.00,17.08,-1.62,0.32,2.55,101867.65,0.00,0.00
1973-04-06,"(34.0544, -118.2439)",era5,229.44,-8.00,16.35,6.85,0.56,1.89,101665.13,0.00,0.00
1973-04-07,"(34.0544, -118.2439)",era5,229.44,-8.00,15.93,10.06,0.70,1.55,101532.96,0.00,0.00
1973-04-08,"(34.0544, -118.2439)",era5,229.44,-8.00,17.05,2.45,0.41,1.96,101684.25,0.00,0.00
1973-04-09,"(34.0544, -118.2439)",era5,229.44,-8.00,16.95,2.65,0.43,1.50,101840.59,0.00,0.00
1973-04-10,"(34.0544, -118.2439)",era5,229.44,-8.00,16.77,5.89,0.53,1.39,101575.46,0.00,0.00
1973-04-11,"(34.0544, -118.2439)",era5,229.44,-8.00,15.56,8.18,0.64,1.41,101584.79,0.00,0.00
1973-04-12,"(34.0544, -118.2439)",era5,229.44,-8.00,16.09,10.39,0.71,1.52,101605.59,0.00,0.00
1973-04-13,"(34.0544, -118.2439)",era5,229.44,-8.00,15.07,10.00,0.73,2.20,101509.55,0.02,0.00
1973-04-14,"(34.0544, -118.2439)",era5,229.44,-8.00,13.24,7.15,0.69,2.30,101491.14,0.01,0.00
1973-04-15,"(34.0544, -118.2439)",era5,229.44,-8.00,13.83,8.27,0.71,1.87,101695.98,0.01,0.00
1973-04-16,"(34.0544, -118.2439)",era5,229.44,-8.00,14.41,9.08,0.73,1.63,101786.66,0.00,0.00
1973-04-17,"(34.0544, -118.2439)",era5,229.44,-8.00,15.01,9.58,0.71,1.99,101661.13,0.00,0.00
1973-04-18,"(34.0544, -118.2439)",era5,229.44,-8.00,14.75,6.51,0.63,2.89,101218.57,0.00,0.00
1973-04-19,"(34.0544, -118.2439)",era5,229.44,-8.00,14.40,4.50,0.53,2.01,101112.09,0.00,0.00
1973-04-20,"(34.0544, -118.2439)",era5,229.44,-8.00,15.15,2.68,0.47,1.71,101005.00,0.00,0.00
1973-04-21,"(34.0544, -118.2439)",era5,229.44,-8.00,15.85,1.00,0.41,1.87,101440.24,0.00,0.00
1973-04-22,"(34.0544, -118.2439)",era5,229.44,-8.00,18.20,1.70,0.37,2.62,101541.49,0.00,0.00
1973-04-23,"(34.0544, -118.2439)",era5,229.44,-8.00,18.01,5.05,0.45,2.59,101260.00,0.00,0.00
1973-04-24,"(34.0544, -118.2439)",era5,229.44,-8.00,15.58,9.36,0.68,1.87,101258.92,0.00,0.00
1973-04-25,"(34.0544, -118.2439)",era5,229.44,-8.00,16.48,9.76,0.67,1.64,101265.81,0.00,0.00
1973-04-26,"(34.0544, -118.2439)",era5,229.44,-8.00,18.12,10.44,0.63,1.47,101308.67,0.00,0.00
1973-04-27,"(34.0544, -118.2439)",era5,229.44,-8.00,17.46,10.63,0.66,1.65,101240.42,0.00,0.00
1973-04-28,"(34.0544, -118.2439)",era5,229.44,-8.00,15.25,10.32,0.73,2.09,101253.25,0.01,0.00
1973-04-29,"(34.0544, -118.2439)",era5,229.44,-8.00,13.48,8.96,0.75,2.26,101225.55,0.02,0.00
1973-04-30,"(34.0544, -118.2439)",era5,229.44,-8.00,12.62,7.20,0.71,2.26,101044.36,0.01,0.00
1973-05-01,"(34.0544, -118.2439)",era5,229.44,-8.00,14.78,8.23,0.67,1.58,101740.63,0.00,0.00
1973-05-02,"(34.0544, -118.2439)",era5,229.44,-8.00,17.90,7.82,0.57,1.48,101942.83,0.00,0.00
1973-05-03,"(34.0544, -118.2439)",era5,229.44,-8.00,20.10,7.05,0.46,2.36,101644.93,0.00,0.00
1973-05-04,"(34.0544, -118.2439)",era5,229.44,-8.00,17.54,8.74,0.59,2.32,101374.40,0.00,0.00
1973-05-05,"(34.0544, -118.2439)",era5,229.44,-8.00,14.35,7.51,0.65,2.78,101109.86,0.03,0.00
1973-05-06,"(34.0544, -118.2439)",era5,229.44,-8.00,15.19,8.97,0.68,2.15,101656.49,0.00,0.00
1973-05-07,"(34.0544, -118.2439)",era5,229.44,-8.00,15.69,9.31,0.68,1.78,101688.42,0.00,0.00
1973-05-08,"(34.0544, -118.2439)",era5,229.44,-8.00,17.48,10.14,0.65,1.51,101526.50,0.00,0.00
1973-05-09,"(34.0544, -118.2439)",era5,229.44,-8.00,19.56,10.62,0.60,1.42,101401.12,0.00,0.00
1973-05-10,"(34.0544, -118.2439)",era5,229.44,-8.00,20.37,10.60,0.57,1.63,101291.65,0.00,0.00
1973-05-11,"(34.0544, -118.2439)",era5,229.44,-8.00,19.09,10.16,0.58,1.66,101342.10,0.00,0.00
1973-05-12,"(34.0544, -118.2439)",era5,229.44,-8.00,17.09,11.31,0.70,1.98,101481.28,0.00,0.00
1973-05-13,"(34.0544, -118.2439)",era5,229.44,-8.00,17.44,12.12,0.72,1.87,101327.71,0.00,0.00
